,Porosity (%)
955.1,-0.627321161526577
956.1,-0.6249733723168012
956.3,-0.6252838433296649
957.1,-0.6283119780475703
958.2,-0.6255353244735357
959.2,-0.6239067552733455
960.2,-0.6259645968954992
960.3,-0.625733923799699
961.2,-0.6220150506546185
962.2,-0.6221648669612379
963.3,-0.6214155922265171
964.3,-0.624555827850316
965.3,-0.6255082004336865
966.3,-0.6199227592343913
967.3,-0.6221763850167926
968.3,-0.6246892770355269
969.3,-0.6227588619442933
970.3,-0.6222415541860755
971.3,-0.6222911585807595
972.3,-0.6187585024418801
973.3,-0.6217493203465956
974.3,-0.623247314530869
975.3,-0.6224687933471738
976.3,-0.6257716451353672
977.3,-0.6153908582936471
978.3,-0.6196620422693115
979.3,-0.6228756082676176
980.2,-0.6244830346202574
980.3,-0.624415044841896
981.3,-0.6207555507139237
982.3,-0.6237501743577899
983.2,-0.623701405458475
984.2,-0.6157588413579109
985.2,-0.6169565054366652
986.2,-0.6193849036488995
987.1,-0.6198847269955994
988.1,-0.6276406367495557
988.2,-0.626458580280579
989.1,-0.6157540583008602
990.1,-0.6166360907468614
991,-0.6159445782528823
992,-0.6137799218930137
992.2,-0.6171449585602495
993,-0.6279614965468461
Porosity (%),1.0
