,Porosity (%)
994.9,-0.6223090298052425
995.9,-0.6245980716118316
996.2,-0.6248875639484064
996.8,-0.6238205520079173
997.8,-0.616143737699547
998.7,-0.614422532066669
999.7,-0.6130429692115609
1000.2,-0.6118802470859522
1000.6,-0.6109115350544838
1001.6,-0.6077974712675829
1002.5,-0.6049787563778126
1003.5,-0.601542037252804
1004.2,-0.5986558516276004
1004.4,-0.5979791027502139
1005.4,-0.5940384712044811
1006.3,-0.5904271278642931
1007.2,-0.5870420136192457
1008.1,-0.5822359729420261
1008.2,-0.5823965085801311
1009.1,-0.5789943332744147
1010,-0.5759702972959085
1011,-0.5723204478818986
1011.9,-0.5691628601441513
1012.1,-0.5683982712082879
1016.1,-0.5575386385478243
1020.1,-0.555719053080276
1024.1,-0.5529125372942149
1028,-0.552672043771868
1032,-0.553593470486253
1036,-0.5553799225789148
1039.9,-0.5578379822540532
1043.9,-0.557972237996359
1047.9,-0.5581035678243425
1051.8,-0.5599484495163527
1055.8,-0.5608081737745821
1059.8,-0.5586469862169892
1063.7,-0.5574732409340101
1067.7,-0.561565761988796
1071.6,-0.5631166065902197
1075.6,-0.5584392915999699
1079.5,-0.5577161604957126
1083.5,-0.5583365887033946
1087.5,-0.5558276727430799
1091.4,-0.5535136175415549
Porosity (%),1.0
