,Porosity (%)
857.8,0.772265981200202
859,0.7718596111806378
860.2,0.7724189818190442
861.4,0.7715893497143321
862.5,0.7717186158502982
863.7,0.7716201667198213
864.9,0.7709533272120976
866,0.7693214454435475
867.2,0.7692760853815146
868.4,0.768380035618205
869.5,0.7679023386286248
870.7,0.7671026931863794
871.9,0.7662823486031258
873,0.7666295515887958
874.2,0.7660814575354784
875.3,0.7660206332444192
876.5,0.7652097201188574
877.6,0.7655141123257819
878.8,0.764189571661589
879.9,0.7647903696757818
881.1,0.7636463080887405
882.2,0.7638003469349476
883.4,0.7636212243742672
884.5,0.7631581725632086
885.6,0.7620987303181452
886.8,0.7610002664412631
887.9,0.7611344575807479
889.1,0.7610884677712535
890.2,0.760648360015687
891.3,0.7606189817120699
892.5,0.7600118557583939
893.6,0.7597252380189161
894.7,0.7595410720821899
895.8,0.7601428805045822
897,0.7596409670153014
898.1,0.7597718567259933
899.2,0.7586924429059934
900.3,0.7582528399882695
901.4,0.7582728801556025
902.5,0.7581922208965464
903.7,0.757938833887513
904.8,0.7586075579896809
905.9,0.758302847844891
907,0.7584091896887384
Porosity (%),1.0
