,Porosity (%)
994.9,0.7551059626782007
995.9,0.752932000170261
996.2,0.7520019498805571
996.8,0.7506201359176536
997.8,0.7488486045992776
998.7,0.7466961395874
999.7,0.7466042592438065
1000.2,0.7457673036033966
1000.6,0.7453333780199607
1001.6,0.744294803837115
1002.5,0.7433414667032001
1003.5,0.7422576201037988
1004.2,0.7414699637503417
1004.4,0.7413330781123266
1005.4,0.7406003057728285
1006.3,0.739930376364319
1007.2,0.7392537197547161
1008.1,0.7385593271649217
1008.2,0.7385009444546432
1009.1,0.7379856045995307
1010,0.7374666168874786
1011,0.7368749567835691
1011.9,0.7363282617404842
1012.1,0.7362096712965908
1016.1,0.7354670859356143
1020.1,0.7346315110876056
1024.1,0.7339829120571136
1028,0.73342539109575
1032,0.7328113306789934
1036,0.73254828916666
1039.9,0.730962037248385
1043.9,0.729556886498651
1047.9,0.7283425830934026
1051.8,0.7262028344935867
1055.8,0.7225776883214814
1059.8,0.719758425772967
1063.7,0.7176823571887992
1067.7,0.7146611731603127
1071.6,0.7099666493151825
1075.6,0.7048650030404724
1079.5,0.6998278031052982
1083.5,0.6947618745170864
1087.5,0.6881997638799549
1091.4,0.6791528278703336
Porosity (%),1.0
